Title,Year,Genre,Rating,Revenue (Millions),Budget (Millions),Director
Movie 2474,2010,Action,5.80872748204463,0.0,10.999749513756155,Director 2474
Movie 2475,2014,Drama,2.230366308624034,489.28818463672167,0.0,Director 2475
Movie 2476,2018,Drama,2.033812180170268,368.7999115304044,0.0,Director 2476
Movie 2477,2012,Action,7.523852100744077,484.385103231269,271.61187710894256,Director 2477
Movie 2478,2018,Action,8.476088983333959,117.76252818345289,20.487585525572044,Director 2478
Movie 2479,2018,Drama,1.0331096834857325,478.15739506436967,186.1347176570228,Director 2479
Movie 2480,2010,Drama,8.510466230837181,491.851826845726,246.84007422841205,Director 2480
Movie 2481,2010,Comedy,4.863033918812596,401.4246105620963,199.20459552125615,Director 2481
Movie 2482,2016,Drama,8.689157851303165,423.2482941476909,78.3185070288551,Director 2482
Movie 2483,2020,Thriller,1.7872299309711648,227.5111986949468,164.50754723344045,Director 2483
Movie 2484,2014,Action,2.751408088558347,24.561036858446613,0.0,Director 2484
Movie 2485,2020,Action,7.934408772981978,410.8472168038528,118.5274805045986,Director 2485
Movie 2486,2010,Action,7.456884937512605,385.0041549758301,165.17590599985897,Director 2486
Movie 2487,2012,Drama,6.595883007992912,242.8460393010805,34.20308114838514,Director 2487
Movie 2488,2012,Comedy,9.287807254882658,82.1716331612011,113.84167079002242,Director 2488
Movie 2489,2014,Drama,1.0172983131439457,169.6073655805593,298.96685366473787,Director 2489
Movie 2490,2016,Comedy,9.892480284457193,38.069947813670765,169.77297488740516,Director 2490
Movie 2491,2018,Thriller,5.011515239033616,90.90213901572255,0.0,Director 2491
Movie 2492,2018,Thriller,1.8943400166570223,328.77076307841503,0.0,Director 2492
Movie 2493,2016,Drama,1.8718253914571767,293.67953617985484,140.89026508886712,Director 2493
Movie 2494,2020,Comedy,2.873519139179368,0.0,239.6045907261881,Director 2494
Movie 2495,2014,Drama,7.758998170555939,134.70938414428605,170.6348613065059,Director 2495
Movie 2496,2012,Thriller,4.67433184932445,102.31977221591433,87.05892279740658,Director 2496
Movie 2497,2012,Comedy,5.762381921179354,148.03714423169012,0.0,Director 2497
Movie 2498,2016,Action,8.38827623752475,202.58615316878223,0.0,Director 2498
Movie 2499,2010,Thriller,3.427588539814276,111.1193812362114,256.9935017349317,Director 2499
Movie 2500,2020,Drama,9.610697498362098,350.0906260235721,273.0931319418513,Director 2500
Movie 2501,2018,Comedy,1.5008847516429462,364.4393043122132,160.30345182221816,Director 2501
Movie 2502,2010,Drama,3.612676136656905,406.1904380235662,128.76853966185035,Director 2502
Movie 2503,2010,Comedy,3.9591409548684977,54.57602719766355,184.30333550157548,Director 2503
Movie 2504,2010,Comedy,6.575864107218919,257.6752790856856,244.58436340724023,Director 2504
Movie 2505,2010,Comedy,8.963991070428676,430.260858349808,0.2306309540057896,Director 2505
Movie 2506,2014,Action,6.918739668813691,368.2989681870652,130.02461405878512,Director 2506
Movie 2507,2012,Drama,8.446215654280586,338.52940672240646,52.25141119744029,Director 2507
Movie 2508,2012,Comedy,1.1228948747094347,117.60113669746092,234.46460298505747,Director 2508
Movie 2509,2018,Comedy,3.735644468909875,413.985480348781,0.0,Director 2509
Movie 2510,2014,Comedy,3.612829326657534,432.098620756359,62.14538618297237,Director 2510
Movie 2511,2014,Comedy,8.67417837246376,0.0,0.0,Director 2511
Movie 2512,2014,Drama,4.213802265706226,245.6275592699106,0.0,Director 2512
Movie 2513,2012,Drama,7.148305442324709,247.8885049615722,0.0,Director 2513
Movie 2514,2020,Thriller,9.948145984740243,324.83476731385565,273.78715532927106,Director 2514
Movie 2515,2012,Drama,9.650022513606384,245.6925448385703,0.0,Director 2515
Movie 2516,2014,Thriller,1.356884829085895,0.0,217.8280512245683,Director 2516
Movie 2517,2010,Drama,2.165383856661438,28.33908760869099,57.34848788864127,Director 2517
Movie 2518,2018,Action,5.282782638379015,377.78911877893177,53.34949786010395,Director 2518
Movie 2519,2014,Action,3.2969466443130635,419.2817400617712,171.59965392759216,Director 2519
Movie 2520,2020,Comedy,2.894218941383727,458.9814271314252,13.347274024178631,Director 2520
Movie 2521,2012,Thriller,5.9621100959168665,337.3201447282873,78.33033357891819,Director 2521
Movie 2522,2012,Thriller,7.53766559336697,321.4724216660268,240.8080039923317,Director 2522
Movie 2523,2020,Comedy,4.619486563509192,33.82749045462971,3.979927262922047,Director 2523
Movie 2524,2020,Comedy,5.382923410991432,470.7760258630277,152.91982295118595,Director 2524
Movie 2525,2014,Comedy,5.869833979451054,119.60421251256582,100.07622772760944,Director 2525
Movie 2526,2010,Thriller,4.573390762441318,366.9250393008276,0.0,Director 2526
Movie 2527,2018,Drama,2.259028954046124,80.50536770063883,251.7327978997247,Director 2527
Movie 2528,2014,Drama,5.850899446669818,81.7731352376606,165.55606759199122,Director 2528
Movie 2529,2010,Comedy,1.2231533138786794,16.877630089916224,28.06633357640314,Director 2529
Movie 2530,2016,Drama,7.956546962209226,35.618942913503915,227.33012601135283,Director 2530
Movie 2531,2010,Drama,9.000256273555763,492.3684004764602,112.23575403693572,Director 2531
Movie 2532,2010,Action,6.710683397878332,0.0,193.66606577752344,Director 2532
Movie 2533,2020,Thriller,4.246064943011436,164.92981021426112,139.88998877362909,Director 2533
Movie 2534,2012,Comedy,7.758466894984664,0.0,44.326838344646205,Director 2534
Movie 2535,2012,Thriller,8.973109821758499,177.76921716132102,241.84924440816445,Director 2535
Movie 2536,2014,Thriller,7.81626108006872,144.81583644558413,284.885812028728,Director 2536
Movie 2537,2020,Action,2.3716921351993547,0.0,0.0,Director 2537
Movie 2538,2012,Comedy,5.920599384327176,0.0,155.8808792429987,Director 2538
Movie 2539,2016,Comedy,4.396671701400311,210.56013879433044,298.86404197340204,Director 2539
Movie 2540,2018,Action,7.525093039155205,78.68200144090241,161.35062596344858,Director 2540
Movie 2541,2018,Comedy,6.24570483820994,53.04717187499074,188.9554506615251,Director 2541
Movie 2542,2016,Drama,2.5168364714908837,333.3793831968149,35.374653061846715,Director 2542
Movie 2543,2014,Thriller,6.052058579812882,353.79034186347883,0.0,Director 2543
Movie 2544,2014,Drama,8.763894857831673,328.4595294792136,0.0,Director 2544
Movie 2545,2012,Action,1.5270555223804094,460.4575322144305,122.8396081179853,Director 2545
Movie 2546,2016,Thriller,1.9872567409559485,319.25780171401,76.55883927192696,Director 2546
Movie 2547,2020,Action,2.1984908452066576,421.0269924912888,46.02401561357587,Director 2547
Movie 2548,2014,Thriller,5.836671757300746,32.30858589533506,0.0,Director 2548
Movie 2549,2020,Comedy,7.980647646324027,310.8162043275458,3.714237057832605,Director 2549
Movie 2550,2010,Drama,7.482127918050533,0.0,217.9754771264812,Director 2550
Movie 2551,2010,Action,9.935888340472443,176.89142581113742,54.16668563290182,Director 2551
Movie 2552,2018,Comedy,5.9969092909089845,189.31245851884333,272.052643548623,Director 2552
Movie 2553,2018,Comedy,3.69259479680328,93.28413536497284,15.594688294955006,Director 2553
Movie 2554,2016,Action,2.734611413560145,345.8241570764012,58.64231218962704,Director 2554
Movie 2555,2018,Drama,4.15705323467855,265.58560865398744,84.27257926169793,Director 2555
Movie 2556,2010,Action,1.5061489652055533,327.3849629839544,0.0,Director 2556
Movie 2557,2016,Comedy,1.716151447406548,106.84457161077918,278.115899645816,Director 2557
Movie 2558,2014,Comedy,8.934391592531892,228.05939847021975,0.0,Director 2558
Movie 2559,2010,Action,9.762831194606022,258.0605945967405,96.21240164115622,Director 2559
Movie 2560,2012,Action,6.726093877101079,158.49543011949993,0.0,Director 2560
Movie 2561,2010,Comedy,4.820724214452446,30.22925645028461,277.4148787404495,Director 2561
Movie 2562,2016,Thriller,3.054044587149529,219.64321468450856,44.1999025807184,Director 2562
Movie 2563,2010,Comedy,3.338313244284257,0.0,0.0,Director 2563
Movie 2564,2016,Action,1.2940109324046971,449.81984824616666,89.35379085741516,Director 2564
Movie 2565,2016,Thriller,6.217471888845237,280.8673076428177,0.0,Director 2565
Movie 2566,2018,Drama,4.91009140994781,0.0,99.49460671490228,Director 2566
Movie 2567,2012,Drama,1.883303195403492,35.72139179328772,128.93970561068056,Director 2567
Movie 2568,2018,Drama,2.9383587686754757,282.6126280587332,0.0,Director 2568
Movie 2569,2018,Comedy,2.7902607515472493,410.39799721404114,162.62477928877627,Director 2569
Movie 2570,2020,Comedy,9.353087131387769,27.44892553017385,0.0,Director 2570
Movie 2571,2010,Thriller,1.1611967803775425,176.35920568618286,248.7254984595632,Director 2571
Movie 2572,2018,Thriller,2.389556323607744,449.62662858677015,0.1754452494909628,Director 2572
Movie 2573,2020,Drama,8.798072313328422,434.3388093556166,231.7080040798116,Director 2573
Movie 2574,2020,Thriller,2.834429014493476,209.7064702914109,87.40155727961377,Director 2574
Movie 2575,2018,Comedy,6.797092431695825,137.81665104914518,0.0,Director 2575
Movie 2576,2012,Thriller,7.735867733585855,367.0252651745061,122.04255898480346,Director 2576
Movie 2577,2010,Thriller,7.619784817925792,354.76303286710083,118.67805327213028,Director 2577
Movie 2578,2010,Comedy,7.380161419865993,364.01252164684365,0.0,Director 2578
Movie 2579,2020,Thriller,5.277209571031618,100.648813024114,0.0,Director 2579
Movie 2580,2014,Comedy,7.998898982488511,44.43652292957304,134.8675879859931,Director 2580
Movie 2581,2010,Comedy,9.264430733269087,369.1848665364093,261.85884290867773,Director 2581
Movie 2582,2014,Action,1.0725226338064864,365.84760607502017,261.5043030424351,Director 2582
Movie 2583,2014,Drama,9.418742777990085,13.31712063075814,0.0,Director 2583
Movie 2584,2012,Thriller,7.390950413010453,424.9878070128418,0.0,Director 2584
Movie 2585,2014,Action,9.7168864809542,470.3294791033903,251.67377876497204,Director 2585
Movie 2586,2020,Action,1.809276861655014,485.4058906951144,0.0,Director 2586
Movie 2587,2016,Comedy,3.901935212700839,176.81658127359893,44.21937732164318,Director 2587
Movie 2588,2018,Drama,9.922239515902524,284.0931296637795,126.6977844173145,Director 2588
Movie 2589,2010,Comedy,5.5514925079570965,228.3212888671241,16.409097350936406,Director 2589
Movie 2590,2012,Thriller,1.3777996103885228,122.429647236261,169.51686716113278,Director 2590
Movie 2591,2018,Action,7.161894417481816,161.5498348472857,28.29165649802556,Director 2591
Movie 2592,2018,Drama,8.102818610354367,412.3991118095128,95.49899781207128,Director 2592
Movie 2593,2010,Drama,2.7571304420619693,454.63923340996826,194.49431948507845,Director 2593
Movie 2594,2018,Thriller,5.555397899298094,161.28205310455857,190.9752781544571,Director 2594
Movie 2595,2014,Action,3.638061592310781,363.7113173770768,269.55083046297887,Director 2595
Movie 2596,2010,Action,8.288542273935153,217.22320679980027,125.15995267330072,Director 2596
Movie 2597,2020,Comedy,4.378009241822159,69.07504525822645,155.40661324869865,Director 2597
Movie 2598,2016,Action,4.83348297000231,278.002220402642,160.52716311906994,Director 2598
Movie 2599,2018,Action,8.094813845166064,220.82448983613983,106.869080111337,Director 2599
Movie 2600,2018,Action,3.03090380690312,129.09074181628176,0.0,Director 2600
Movie 2601,2014,Thriller,1.3379030044026292,87.12029667744386,24.70107454655954,Director 2601
Movie 2602,2010,Comedy,4.240309773584768,189.89824106894517,249.33586207345175,Director 2602
Movie 2603,2014,Comedy,9.464665626504935,30.8436405759758,280.85061816395233,Director 2603
Movie 2604,2012,Action,5.531232983513082,105.7812384564204,0.0,Director 2604
Movie 2605,2014,Drama,7.3669661102339585,102.21783808475196,244.12274340115857,Director 2605
Movie 2606,2014,Thriller,1.930420719335973,220.79920865371133,225.80982593847156,Director 2606
Movie 2607,2010,Comedy,8.54679719593809,454.9729870278348,0.0,Director 2607
Movie 2608,2016,Drama,1.0162967818208966,382.3846533900456,183.6993643776657,Director 2608
Movie 2609,2010,Action,7.032810117738409,378.5947890723521,0.0,Director 2609
Movie 2610,2016,Action,7.90535444945888,349.21065131058555,0.0,Director 2610
Movie 2611,2010,Action,9.262223406066685,396.9698800074291,238.112305817798,Director 2611
Movie 2612,2010,Comedy,3.078588935824772,245.31676307682085,21.21512654614688,Director 2612
Movie 2613,2020,Thriller,3.105066910753433,109.03710310369772,265.99800627066065,Director 2613
Movie 2614,2020,Drama,7.5352212283780595,494.0578415552815,12.449932255465868,Director 2614
Movie 2615,2010,Thriller,1.9315489543728728,341.42060047593185,299.964466270881,Director 2615
Movie 2616,2010,Comedy,4.974872626525104,132.22480365933015,215.762831355665,Director 2616
Movie 2617,2012,Action,5.31232275840352,75.61669040267395,179.56333662186114,Director 2617
Movie 2618,2020,Action,1.8560608204072109,138.6614883300239,91.61283300130472,Director 2618
Movie 2619,2014,Thriller,8.819086519604333,184.6605830203308,258.5479609089822,Director 2619
Movie 2620,2020,Thriller,1.1783791862246744,461.6481420531249,258.63472621884495,Director 2620
Movie 2621,2010,Drama,6.309659631986578,28.20828553658295,277.6599762471781,Director 2621
Movie 2622,2018,Drama,5.92334182109798,20.298796441547537,264.0033913157553,Director 2622
Movie 2623,2018,Drama,3.5377243781155103,129.5672226423014,141.64110610664005,Director 2623
Movie 2624,2018,Action,1.683859659046961,212.65971845640388,169.0427486973447,Director 2624
Movie 2625,2020,Thriller,9.388009413027778,208.12530718597824,167.63434386856005,Director 2625
Movie 2626,2016,Comedy,7.037892967282168,74.85171187114895,0.0,Director 2626
Movie 2627,2016,Drama,7.36309347766148,235.299984435995,47.22358983802022,Director 2627
Movie 2628,2012,Action,1.3067108444090665,220.2822156190099,234.2969054611849,Director 2628
Movie 2629,2020,Comedy,8.695581879163354,88.98194961692272,11.528993221961812,Director 2629
Movie 2630,2012,Thriller,6.767052144353815,100.70029443722264,218.9323733768404,Director 2630
Movie 2631,2010,Comedy,2.48537494727925,385.6856820118193,130.33597376769904,Director 2631
Movie 2632,2014,Thriller,6.872705921170916,226.38819638075364,0.0,Director 2632
Movie 2633,2010,Action,5.130057982238581,345.7615858299428,121.88190400918695,Director 2633
Movie 2634,2012,Action,8.415514751578257,425.01611249534426,286.3414726979318,Director 2634
Movie 2635,2010,Comedy,7.289885377491352,115.28906393042892,75.97681512114573,Director 2635
Movie 2636,2020,Thriller,6.184438775660448,0.0,123.7203731433586,Director 2636
Movie 2637,2018,Thriller,4.065679026329928,422.0689213400543,36.38132230881181,Director 2637
Movie 2638,2018,Thriller,9.609235876115866,136.24298162613977,0.0,Director 2638
Movie 2639,2012,Action,1.638150894008691,439.29680711199023,0.0,Director 2639
Movie 2640,2012,Action,3.065861798838511,0.0,138.38817414519315,Director 2640
Movie 2641,2010,Comedy,1.2121714185707888,471.8647276696788,201.3600695542036,Director 2641
Movie 2642,2010,Thriller,3.5631917263377773,173.03457126580756,46.80813750611449,Director 2642
Movie 2643,2012,Comedy,4.276628410128007,52.520490343956695,170.525481835743,Director 2643
Movie 2644,2010,Thriller,4.587431768742697,498.7645817332738,154.39866802099976,Director 2644
Movie 2645,2020,Comedy,1.7263501050784962,58.95401874561257,281.1363334418149,Director 2645
Movie 2646,2012,Action,9.593806593014106,133.6047626451925,80.95275830166372,Director 2646
Movie 2647,2020,Thriller,2.015289650474995,39.04054324958388,255.10635717557855,Director 2647
Movie 2648,2018,Drama,7.447141275781112,396.1664897167266,0.0,Director 2648
Movie 2649,2018,Comedy,3.847131208677455,408.8782276809677,0.0,Director 2649
Movie 2650,2018,Thriller,5.252645842118892,452.8940950843311,244.42495935843425,Director 2650
Movie 2651,2010,Action,3.382301825131101,212.5216379082436,239.65375477142013,Director 2651
Movie 2652,2012,Thriller,4.2814471936598455,136.8499843627023,0.0,Director 2652
Movie 2653,2012,Thriller,8.970083639007559,474.0293608262949,0.0,Director 2653
Movie 2654,2016,Action,5.104093992060074,149.77126081706493,232.99398336485424,Director 2654
Movie 2655,2016,Thriller,9.792940258198726,292.37845303474467,94.109466331584,Director 2655
Movie 2656,2014,Comedy,4.044815522857469,140.15198107273105,265.8139134379703,Director 2656
Movie 2657,2012,Comedy,8.426973955243882,476.44238476303065,70.07343406924491,Director 2657
Movie 2658,2016,Action,5.726166179038534,417.3067684919225,27.42339356456705,Director 2658
Movie 2659,2016,Comedy,2.718213436530045,44.42735490423664,202.9562473959552,Director 2659
Movie 2660,2014,Action,3.686989469177964,0.0,46.86061096511196,Director 2660
Movie 2661,2020,Action,6.686671744183267,231.61402579342683,0.0,Director 2661
Movie 2662,2016,Action,8.231401956296134,451.93417211881234,206.3151867488878,Director 2662
Movie 2663,2016,Drama,4.8713656081087855,296.0553830166436,285.38410838727845,Director 2663
Movie 2664,2018,Comedy,4.324193052362174,208.9137999657737,64.9813800889342,Director 2664
Movie 2665,2014,Comedy,2.8889157591273253,116.82197050299038,141.68201344015662,Director 2665
Movie 2666,2014,Thriller,9.391720302666693,317.8705094586164,0.0,Director 2666
Movie 2667,2020,Comedy,2.742777775337724,104.48937782122944,0.0,Director 2667
Movie 2668,2016,Thriller,9.683341579903049,175.34971627461334,45.9854770145204,Director 2668
Movie 2669,2012,Action,1.681859359927964,482.6214493259352,0.0,Director 2669
Movie 2670,2012,Thriller,5.609017772510846,423.3082133615445,57.19045314350234,Director 2670
Movie 2671,2014,Comedy,1.5950763569460102,327.6285810526768,161.24889068642398,Director 2671
Movie 2672,2020,Thriller,6.560093786000367,382.4644740644055,25.60703456756208,Director 2672
Movie 2673,2010,Thriller,3.4563526654594483,480.3375948850311,70.19492520951269,Director 2673
Movie 2674,2014,Drama,4.645510675378077,192.6488522416552,153.93951051783733,Director 2674
Movie 2675,2010,Thriller,8.685376284797416,78.41202787367473,0.0,Director 2675
Movie 2676,2018,Drama,9.519807912070492,86.50069572529199,299.0466663918816,Director 2676
Movie 2677,2014,Action,6.064699383706921,365.0343066756933,73.82419346479745,Director 2677
Movie 2678,2010,Thriller,1.6442753683865674,144.56568488222806,8.754186140908345,Director 2678
Movie 2679,2018,Drama,5.284290717034483,211.52325783205904,189.3332549344167,Director 2679
Movie 2680,2012,Drama,9.26937376729129,284.5297739621712,123.04973790353156,Director 2680
Movie 2681,2018,Thriller,6.089797858720795,81.36060973721231,204.99348543678772,Director 2681
Movie 2682,2012,Drama,1.878362143366692,161.17100437474377,264.03985042990234,Director 2682
Movie 2683,2010,Comedy,1.9239442929370856,325.21742346694407,98.03786707180612,Director 2683
Movie 2684,2014,Drama,6.571127871358802,0.0,159.53649601872684,Director 2684
Movie 2685,2012,Action,1.4062871005765434,54.74408547834909,0.0,Director 2685
Movie 2686,2014,Action,6.18394669006722,42.37795855242578,259.7071845454793,Director 2686
Movie 2687,2012,Drama,7.176061902027821,130.82755007222428,0.0,Director 2687
Movie 2688,2010,Drama,8.972787295078282,234.1216525716743,246.6301362714758,Director 2688
Movie 2689,2016,Comedy,8.852000185375491,483.19961030708623,69.34268683018158,Director 2689
Movie 2690,2014,Comedy,7.229937114349122,355.1773530350222,116.4322439427804,Director 2690
Movie 2691,2014,Drama,2.177081764059598,196.1276488595557,250.6831319811516,Director 2691
Movie 2692,2018,Drama,2.5269536223826883,92.1136225838626,0.0,Director 2692
Movie 2693,2016,Thriller,4.271395940102231,366.1050343838442,142.21093468695304,Director 2693
Movie 2694,2020,Drama,1.247802291567795,350.7678550403071,0.0,Director 2694
Movie 2695,2012,Comedy,9.859833549698193,399.9553731682285,181.7506041007828,Director 2695
Movie 2696,2016,Action,3.0804659286375924,450.818814323152,219.6506383604905,Director 2696
Movie 2697,2018,Comedy,3.431859433295429,0.0,0.0,Director 2697
Movie 2698,2014,Thriller,2.9813277218569763,47.22595260373837,0.0,Director 2698
Movie 2699,2020,Thriller,6.88625473613368,258.4871305991901,0.0,Director 2699
Movie 2700,2020,Thriller,1.9762868519039167,63.69578911713781,60.025656824273,Director 2700
Movie 2701,2010,Comedy,9.18070456304103,289.76907517145355,168.56279896174618,Director 2701
Movie 2702,2012,Drama,7.684029409798652,202.07375413916463,255.6030105670773,Director 2702
Movie 2703,2020,Drama,3.685396564308789,454.6960418802807,154.45712952458473,Director 2703
Movie 2704,2020,Thriller,5.753587279583056,235.2728096929521,46.438507422476846,Director 2704
Movie 2705,2014,Comedy,7.768473771032347,286.96204724601495,0.0,Director 2705
Movie 2706,2018,Action,6.943809737577903,200.0564069133123,281.8616997994968,Director 2706
Movie 2707,2020,Thriller,3.6598945898662376,173.61983820707664,125.7841316285556,Director 2707
Movie 2708,2020,Thriller,9.849947919484809,353.9885046835949,10.773930152117828,Director 2708
Movie 2709,2016,Thriller,4.671443963599327,13.76509834734506,196.10369101937908,Director 2709
Movie 2710,2018,Comedy,6.080519814498359,0.0,61.59744502150994,Director 2710
Movie 2711,2010,Action,4.762337270142227,340.8047965881956,178.74653382462753,Director 2711
Movie 2712,2016,Action,5.3088988006251725,82.44996956430188,157.8519357422747,Director 2712
Movie 2713,2012,Action,9.128711164493271,262.91318787626483,0.0,Director 2713
Movie 2714,2020,Action,9.9253398552785,408.61795716886326,75.23782858879099,Director 2714
Movie 2715,2018,Thriller,5.3947310353325975,0.0,0.0,Director 2715
Movie 2716,2018,Drama,6.847641375450836,395.59856773229626,223.98021619952283,Director 2716
Movie 2717,2016,Drama,2.0516845276834164,189.0003581453961,185.9763580427931,Director 2717
Movie 2718,2018,Action,8.020124809143185,329.6641981640645,292.1656653268321,Director 2718
Movie 2719,2012,Thriller,7.340918975482354,124.14184886897353,0.0,Director 2719
Movie 2720,2020,Drama,1.7575303310647792,193.9567172091783,0.0,Director 2720
Movie 2721,2016,Comedy,7.92097272264295,307.8504397332109,277.6803350935426,Director 2721
Movie 2722,2012,Action,1.8153587710325767,426.0162131476734,0.0,Director 2722
Movie 2723,2014,Action,4.442964951854035,151.87278301386772,269.3847181299968,Director 2723
Movie 2724,2012,Comedy,5.653648045661059,6.236301894424564,116.68244755758452,Director 2724
Movie 2725,2010,Thriller,7.09597655466332,218.81627903983951,207.52471287050048,Director 2725
Movie 2726,2018,Comedy,4.138251778634506,304.3912794351485,107.31489209417902,Director 2726
Movie 2727,2014,Comedy,2.015217330645781,24.88973447783887,275.98421463096264,Director 2727
Movie 2728,2012,Thriller,6.839550741524159,291.8684520196336,116.27297548934668,Director 2728
Movie 2729,2010,Thriller,1.0593410636160645,98.1453218352968,3.8808636108404073,Director 2729
Movie 2730,2020,Thriller,9.224031917634294,0.0,272.39088105418955,Director 2730
Movie 2731,2016,Thriller,9.702758809419732,75.39301287656903,193.7658538874536,Director 2731
Movie 2732,2018,Drama,1.1842662780739688,300.9400505582909,0.0,Director 2732
Movie 2733,2010,Action,4.2390993598692255,90.08279985083736,0.0,Director 2733
Movie 2734,2018,Action,5.971743336250175,295.5522699360444,87.5266918375336,Director 2734
Movie 2735,2014,Drama,8.401769891239404,427.1708333005283,91.26032493301926,Director 2735
Movie 2736,2014,Action,2.2263015648438547,318.6825757057456,0.0,Director 2736
Movie 2737,2016,Thriller,2.160672039094864,148.80225880673092,69.7900409456314,Director 2737
Movie 2738,2010,Thriller,4.238544349253773,258.3182546656607,188.19500191150516,Director 2738
Movie 2739,2016,Action,4.100323484724206,253.66794653549152,50.09097664370512,Director 2739
Movie 2740,2020,Action,6.934263015108513,360.7296093999193,167.72267611638136,Director 2740
Movie 2741,2020,Drama,6.595708642841856,353.3333226046885,94.15426385581176,Director 2741
Movie 2742,2010,Thriller,4.289589429905053,96.98505899903536,1.0269566603277696,Director 2742
Movie 2743,2016,Drama,4.5402610713796765,444.45086524826286,102.52316220745104,Director 2743
Movie 2744,2014,Drama,2.1973930893057148,458.4522527615663,182.19669775958,Director 2744
Movie 2745,2010,Action,6.019890176330076,482.51205876967776,256.2348596528118,Director 2745
Movie 2746,2016,Thriller,1.0485810848773314,0.0,0.0,Director 2746
Movie 2747,2020,Drama,4.966434325408915,212.2895245003172,220.51192996662297,Director 2747
Movie 2748,2010,Drama,6.180847519068225,38.95801545368785,203.14033252874705,Director 2748
Movie 2749,2016,Action,5.762239527194687,317.9188374269269,81.87606215996516,Director 2749
Movie 2750,2016,Drama,6.4178367092471245,92.05180174862396,190.90475063341887,Director 2750
Movie 2751,2014,Action,8.41892545350378,275.51262665885514,40.8475944553563,Director 2751
Movie 2752,2016,Comedy,1.6106137122199955,179.99065470600073,298.1368944224032,Director 2752
Movie 2753,2012,Comedy,8.959990668995495,236.1567692353129,110.44223416982084,Director 2753
Movie 2754,2014,Drama,7.823745576207303,206.7147701035136,82.20808075620499,Director 2754
Movie 2755,2020,Comedy,6.071381990360327,333.3801362629704,217.26055476779607,Director 2755
Movie 2756,2012,Comedy,2.6226274943948464,183.45489261013756,127.6919643499548,Director 2756
Movie 2757,2012,Drama,9.745165220049406,195.05122897948945,38.55460611341383,Director 2757
Movie 2758,2010,Action,5.695334513154436,37.992137337499216,0.0,Director 2758
Movie 2759,2014,Thriller,2.366310615081036,425.2948206259995,74.82010846254889,Director 2759
Movie 2760,2012,Drama,6.285986365007164,421.1953802320487,47.205530294249286,Director 2760
Movie 2761,2010,Comedy,5.9528379744881805,377.5973163122958,16.076570063101997,Director 2761
Movie 2762,2012,Drama,7.465145515343679,229.54156830698395,135.40299010332143,Director 2762
Movie 2763,2016,Thriller,8.69169019112077,288.7562955755467,9.15666412391984,Director 2763
Movie 2764,2020,Comedy,7.612782129419338,155.49172763308286,0.0,Director 2764
Movie 2765,2016,Action,1.634073052612695,454.1971671857765,218.25146440447588,Director 2765
Movie 2766,2020,Action,5.833058983391487,201.88727094281535,0.0,Director 2766
Movie 2767,2014,Action,2.0931357722742248,108.24272103072164,234.3581355173192,Director 2767
Movie 2768,2016,Comedy,9.946636434158794,327.98803991733985,124.76043915885028,Director 2768
Movie 2769,2010,Drama,6.061974823846343,383.3219257291132,292.02968569364106,Director 2769
Movie 2770,2016,Comedy,2.4416081128677285,321.29979267335705,102.8621631651724,Director 2770
Movie 2771,2012,Thriller,9.557703409466118,13.793714580260527,264.14489760936107,Director 2771
Movie 2772,2016,Thriller,8.378235818891964,77.95127580694286,57.10600885347012,Director 2772
Movie 2773,2016,Action,5.021235549579493,108.24256008770848,273.08494910100075,Director 2773
Movie 2774,2012,Thriller,4.550391411809947,165.41859844808155,114.68086414380352,Director 2774
Movie 2775,2016,Action,8.56126829228526,17.175673319175772,145.04283679516385,Director 2775
Movie 2776,2014,Action,6.979515718960073,140.2447613998651,139.61009508584974,Director 2776
Movie 2777,2020,Comedy,7.479198627156986,89.25426868009603,0.0,Director 2777
Movie 2778,2018,Comedy,1.861977916722927,232.42992325123475,165.97401398908198,Director 2778
Movie 2779,2020,Thriller,7.860237556224396,179.3968295390727,66.74313372282867,Director 2779
Movie 2780,2010,Action,5.996933147594471,15.134755310920312,209.314900569718,Director 2780
Movie 2781,2016,Drama,6.694363868726991,0.0,0.0,Director 2781
Movie 2782,2016,Thriller,8.29252964174875,307.10674408826185,179.84327987405408,Director 2782
Movie 2783,2020,Drama,1.791729662399792,486.27239903460406,113.67613797892614,Director 2783
Movie 2784,2018,Comedy,4.518535242926127,322.7998133084681,0.0,Director 2784
Movie 2785,2018,Thriller,1.5348433039671314,127.4210913084968,157.48268186147607,Director 2785
Movie 2786,2020,Comedy,4.510902576246544,164.97915252435482,0.0,Director 2786
Movie 2787,2018,Comedy,8.413604042170247,224.8308275944499,80.06951272114858,Director 2787
Movie 2788,2018,Drama,1.8991316346147429,36.11097917160545,293.23028136387666,Director 2788
Movie 2789,2018,Drama,2.9916405269450386,63.02555550107634,69.18775973257013,Director 2789
Movie 2790,2010,Action,1.161846077914953,87.2762859561141,285.29917698418177,Director 2790
Movie 2791,2014,Drama,3.762713379086376,206.81985733441297,289.5164099714469,Director 2791
Movie 2792,2018,Drama,5.216191926076164,430.6416740866926,0.0,Director 2792
Movie 2793,2020,Action,3.1100949014848496,241.27776765506584,93.68284091254736,Director 2793
Movie 2794,2018,Thriller,4.247469645559724,341.12019417410164,56.08545449033815,Director 2794
Movie 2795,2018,Drama,6.199717059776956,0.0,258.43451414178134,Director 2795
